UNIT	Side	Frame	level	Channel	LANENUM	PRODCODE	AframePacksize	WMSPacksize	DESCRIPT	CURRENTSTATUS	ProductCode-Packsize	CurrentNDC
1	A	9	1	24	39	SPARES1                       	100	1	SPARE LANE S1	JAM LANE	SPARES1-1	#N/A
1	A	9	1	25	40	SPARES1                       	100	1	SPARE LANE S1	EMPTY LANE	SPARES1-1	#N/A
1	B	1	1	6	1	R0159	4500	45	ROSUVASTATIN CA 10MG TAB	NO ERROR	R0159-45	246580236245
1	B	1	1	7	1	M0253	4500	45	METOPROLOL SUCCINATE 50MG SA TAB	NO ERROR	M0253-45	71610064245
1	B	1	1	8	1	L0815	9000	90	LEVOTHYROXINE NA (SYNTHROID) 50MCG TAB	NO ERROR	L0815-90	00074455290
1	B	1	1	9	1	F0036	1500	15	FLUOCINONIDE 0.05% CREAM	EMPTY LANE	F0036-15	Not in Stock
1	B	1	1	10	1	M1112	9000	90	MELATONIN 5MG CAP/TAB	NO ERROR	M1112-90	80681004001
1	B	1	1	11	1	L0043	4500	45	LISINOPRIL 10MG TAB	NO ERROR	L0043-45	76282073045
1	B	1	1	12	1	A1044	6000	60	ASPIRIN 25MG/DIPYRIDAMOLE 200MG SA CAP	NO ERROR	A1044-60	42291011660
1	B	1	1	13	1	B0134	4500	45	BETAMETHASONE DIPROPIONATE 0.05% CREAM	NO ERROR	B0134-45	51407027345
1	B	1	1	14	1	E0816	1200	12	ERGOCALCIF 1,250MCG (D2-50,000UNIT) CAP	NO ERROR	E0816-12	43353023812
1	B	1	1	15	1	M0544	3000	30	MELOXICAM 15MG TAB	NO ERROR	M0544-30	71610054430
1	B	1	1	16	1	G0104                         	18000	180	GABAPENTIN 300MG CAP	NO ERROR	G0104-180	72865025318
1	B	1	1	17	1	A0739	9000	90	ATORVASTATIN CALCIUM 20MG TAB	NO ERROR	A0739-90	77771045290
1	B	1	1	18	57	SPARES1                       	100	1	SPARE LANE S1	EMPTY LANE	SPARES1-1	#N/A
1	B	1	1	19	1	M0706	12000	120	MULTIVITAMIN/OPHTH ANTIOX/LUTEIN CAP/TAB	EMPTY LANE	M0706-120	Not in Stock
1	B	1	1	20	76	SPARES1                       	100	1	SPARE LANE S1	EMPTY LANE	SPARES1-1	#N/A
1	B	1	1	21	1	P0062	1500	15	PILOCARPINE HCL 2% OPH SOLN	EMPTY LANE	P0062-15	Not in Stock
1	B	1	1	22	1	M0261	9000	90	METFORMIN HCL 500MG TAB	NO ERROR	M0261-90	43353098260
1	B	1	1	23	1	A0616	3000	30	AZELAIC ACID 20% TOP CREAM	NO ERROR	A0616-30	16110086930
1	B	1	1	24	1	S0016	2500	25	SILVER SULFADIAZINE 1% CREAM	EMPTY LANE	S0016-25	Not in Stock
1	B	1	1	25	1	S0263	4500	45	SIMVASTATIN 80MG TAB	NO ERROR	S0263-45	71610061145
1	B	1	1	26	58	SPARES1                       	100	1	SPARE LANE S1	EMPTY LANE	SPARES1-1	#N/A
1	B	1	1	27	1	C1713	1500	15	CARBOXYMETHYLCELLULOSE NA 1% OPH GEL	NO ERROR	C1713-15	00023920515
1	B	1	1	28	1	A0438	3600	36	ASPIRIN 81MG CHEW TAB	NO ERROR	A0438-36	00904404073
1	B	1	1	29	73	SPARES1                       	100	1	SPARE LANE S1	EMPTY LANE	SPARES1-1	#N/A
1	B	1	1	30	74	SPARES1                       	100	1	SPARE LANE S1	EMPTY LANE	SPARES1-1	#N/A
1	B	1	1	31	75	SPARES1                       	100	1	SPARE LANE S1	EMPTY LANE	SPARES1-1	#N/A
1	B	2	1	38	1	R0159	9000	90	ROSUVASTATIN CA 10MG TAB	EMPTY LANE	R0159-90	Not in Stock
1	B	2	1	39	1	O0207	6000	60	OMEPRAZOLE 40MG EC CAP	NO ERROR	O0207-60	71610068853
1	B	2	1	40	1	D1302	12000	120	DM 10/GUAIFENESN 100MG/5ML (AF & SF) LIQ	NO ERROR	D1302-120	54859050504
1	B	2	1	41	1	M0234	10000	100	MULTIVITAMIN/MINERALS CAP/TAB	NO ERROR	M0234-100	57896053101
1	B	2	1	42	60	SPARES1                       	100	1	SPARE LANE S1	EMPTY LANE	SPARES1-1	#N/A
1	B	2	1	43	1	F0123	100	1	FLURANDRENOLIDE 4MCG/SQCM TAPE,80IN ROLL	EMPTY LANE	F0123-1	Not in Stock
1	B	2	1	44	1	B0510	6000	60	BUPROPION HCL 150MG 12HR SA TAB	NO ERROR	B0510-60	77771017560
1	B	2	1	45	1	L0044	18000	180	LISINOPRIL 20MG TAB	NO ERROR	L0044-180	76282073118
1	B	2	1	46	1	C0815	3000	30	CITALOPRAM HYDROBROMIDE 40MG TAB	EMPTY LANE	C0815-30	Not in Stock
1	B	2	1	47	1	A0132	9000	90	ALLOPURINOL 100MG TAB	NO ERROR	A0132-90	71610019460
1	B	2	1	48	59	SPARES1                       	100	1	SPARE LANE S1	EMPTY LANE	SPARES1-1	#N/A
1	B	2	1	49	1	H0044	4500	45	HYDROCHLOROTHIAZIDE 25MG TAB	NO ERROR	H0044-45	71610048845
1	B	2	1	50	1	E0816	1300	13	ERGOCALCIF 1,250MCG (D2-50,000UNIT) CAP	NO ERROR	E0816-13	43353023813
1	B	2	1	51	1	L0015	500	5	LEVOBUNOLOL HCL 0.5% OPH SOLN	NO ERROR	L0015-5	24208050505
1	B	2	1	52	1	B0136	1500	15	BETAMETHASONE DIPROPIONATE 0.05% OINT	NO ERROR	B0136-15	52817082415
1	B	2	1	53	1	C0298	1500	15	CLOTRIMAZOLE 1% TOP CREAM	EMPTY LANE	C0298-15	Not in Stock
1	B	2	1	54	1	P0257	1000	10	POLYMYXIN/TRIMETHOPRIM 0.1% OPH SOLN	EMPTY LANE	P0257-10	Not in Stock
1	B	2	1	55	1	S0196	900	9	SUMATRIPTAN SUCCINATE 50MG TAB	NO ERROR	S0196-9	51407001209
1	B	2	1	56	1	V0022	10000	100	MULTIVITAMIN CAP/TAB	NO ERROR	V0022-100	80681005000
1	B	2	1	57	1	P0060	1500	15	PILOCARPINE HCL 1% OPH SOLN	EMPTY LANE	P0060-15	Not in Stock
1	B	2	1	58	1	B0595	3000	30	BACITRACIN 500/POLYMYXIN 10000/GM OINT	EMPTY LANE	B0595-30	Not in Stock
1	B	2	1	59	1	F0036	3000	30	FLUOCINONIDE 0.05% CREAM	NO ERROR	F0036-30	69238153403
1	B	2	1	60	1	C1634	3000	30	CARBOXYMETHYLCELLULOSE 1% OPH GEL 0.4ML	NO ERROR	C1634-30	00023455430
1	B	2	1	61	1	S0370	10000	100	SENNOSIDES 8.6MG TAB	NO ERROR	S0370-100	73057036308
1	B	2	1	62	61	SPARES1                       	100	1	SPARE LANE S1	EMPTY LANE	SPARES1-1	#N/A
1	B	2	1	63	1	N0429                         	3000	30	NITROGLYCERIN 0.2MG/HR PATCH	NO ERROR	N0429-30	43598089530
1	B	3	1	70	1	F0015	10000	100	FERROUS SULFATE 325MG TAB	NO ERROR	F0015-100	00904759160
1	B	3	1	71	1	F0078	9000	90	FUROSEMIDE 40MG TAB	NO ERROR	F0078-90	42291046990
1	B	3	1	72	2	F0078	9000	90	FUROSEMIDE 40MG TAB	NO ERROR	F0078-90	42291046990
1	B	3	1	73	62	SPARES1                       	100	1	SPARE LANE S1	EMPTY LANE	SPARES1-1	#N/A
1	B	3	1	74	1	A1659	100	1	AZELASTINE 137MCG/SPRAY 200D NASAL INHL	NO ERROR	A1659-1	42291009430
1	B	3	1	75	2	A1659	100	1	AZELASTINE 137MCG/SPRAY 200D NASAL INHL	NO ERROR	A1659-1	42291009430
1	B	3	1	76	1	D0274	100	1	DEXAMETHASONE 0.1/TOBRAMYC 0.3% OPH OINT	EMPTY LANE	D0274-1	Not in Stock
1	B	3	1	77	1	V0235	9000	90	VENLAFAXINE HCL 75MG 24HR SA CAP	NO ERROR	V0235-90	43391089890
1	B	3	1	78	2	V0235	9000	90	VENLAFAXINE HCL 75MG 24HR SA CAP	NO ERROR	V0235-90	43391089890
1	B	3	1	79	1	H0022                         	1000	10	HC 1%/NEOMYCIN 3.5MG/POLYMYXIN OTIC SOLN	NO ERROR	H0022-10	24208063110
1	B	3	1	80	1	R0162	4500	45	ROSUVASTATIN CA 20MG TAB	NO ERROR	R0162-45	24658026345
1	B	3	1	81	2	R0162	4500	45	ROSUVASTATIN CA 20MG TAB	NO ERROR	R0162-45	24658026345
1	B	3	1	82	1	P0228	6000	60	PERMETHRIN 5% CREAM	NO ERROR	P0228-60	45802026937
1	B	3	1	83	1	T1043	10000	100	THIAMINE 50MG TAB	NO ERROR	T1043-100	80681009700
1	B	3	1	84	1	M0660	6000	60	METRONIDAZOLE 1% TOP GEL	NO ERROR	M0660-60	66993093661
1	B	3	1	85	1	S0550                         	5100	51	SODIUM FLUORIDE 1.1% TOOTHPASTE	NO ERROR	S0550-51	42291074151
1	B	3	1	86	1	I0237	1200	12	IMIQUIMOD 5% TOP CREAM PKT 0.25GM	EMPTY LANE	I0237-12	Not in Stock
1	B	3	1	87	1	A1069	400	4	ALENDRONATE 35MG TAB	NO ERROR	A1069-4	10135071844
1	B	3	1	88	63	SPARES1                       	100	1	SPARE LANE S1	JAM LANE	SPARES1-1	#N/A
1	B	3	1	89	64	SPARES1                       	100	1	SPARE LANE S1	EMPTY LANE	SPARES1-1	#N/A
1	B	3	1	90	1	D0037	500	5	DEXAMETHASONE 0.1/TOBRAMYC 0.3% OPH SUSP	NO ERROR	D0037-5	61314064705
1	B	3	1	91	65	SPARES1                       	100	1	SPARE LANE S1	EMPTY LANE	SPARES1-1	#N/A
1	B	3	1	92	1	N0092	1500	15	NYSTATIN 100000 UNT/GM TOP PWD	EMPTY LANE	N0092-15	Not in Stock
1	B	3	1	93	1	C1925	18000	180	CHOLECALCIF 25MCG (D3-1,000UNIT) TAB	NO ERROR	C1925-180	80681016801
1	B	3	1	94	1	P0176	10000	100	PYRIDOXINE HCL 100MG TAB	NO ERROR	P0176-100	54629063001
1	B	3	1	95	1	F0071	10000	100	FOLIC ACID 1MG TAB	NO ERROR	F0071-100	62135021001
1	B	4	1	102	1	A0082                         	10000	100	ALOH/MGOH/SIMTH REG STRENGTH CHEW TAB	NO ERROR	A0082-100	00904670060
1	B	4	1	103	1	M0238                         	7000	70	METRONIDAZOLE 0.75% VAG GEL	NO ERROR	M0238-70	00245086070
1	B	4	1	104	1	A0739	4500	45	ATORVASTATIN CALCIUM 20MG TAB	NO ERROR	A0739-45	71610074445
1	B	4	1	105	2	A0739	4500	45	ATORVASTATIN CALCIUM 20MG TAB	NO ERROR	A0739-45	71610074445
1	B	4	1	106	1	T0454	6000	60	TIMOLOL MALEATE 0.5% OPH SOLN 0.3ML	NO ERROR	T0454-60	82260049605
1	B	4	1	107	1	T0078	9000	90	TRAZODONE HCL 100MG TAB	NO ERROR	T0078-90	42291086990
1	B	4	1	108	2	T0078	9000	90	TRAZODONE HCL 100MG TAB	NO ERROR	T0078-90	42291086990
1	B	4	1	109	1	B0139	4500	45	BETAMETHASONE VALERATE 0.1% CREAM	NO ERROR	B0139-45	00713032637
1	B	4	1	110	1	M0298	3000	30	MIRTAZAPINE 30MG TAB	NO ERROR	M0298-30	60505024801
1	B	4	1	111	2	M0298	3000	30	MIRTAZAPINE 30MG TAB	NO ERROR	M0298-30	60505024801
1	B	4	1	112	1	L0045	4500	45	LISINOPRIL 40MG TAB	NO ERROR	L0045-45	76282073345
1	B	4	1	113	2	L0045	4500	45	LISINOPRIL 40MG TAB	NO ERROR	L0045-45	76282073345
1	B	4	1	114	1	C0717	12000	120	CALCIPOTRIENE 0.005% TOP CREAM	NO ERROR	C0717-120	66993087778
1	B	4	1	115	1	T0096	500	5	TRIAMCINOLONE ACETONIDE 0.1% DENT PASTE	NO ERROR	T0096-5	51672126705
1	B	4	1	116	1	A0712	2000	20	AMOXICILLIN 875/CLAV K 125MG TAB	EMPTY LANE	A0712-20	Not in Stock
1	B	4	1	117	1	P0177	10000	100	PYRIDOXINE HCL 25MG TAB	NO ERROR	P0177-100	00536440601
1	B	4	1	118	66	SPARES1                       	100	1	SPARE LANE S1	EMPTY LANE	SPARES1-1	#N/A
1	B	4	1	119	1	C0588	1000	10	CROMOLYN NA 4% OPH SOLN	EMPTY LANE	C0588-10	Not in Stock
1	B	4	1	120	1	V0026	13000	130	VITAMIN B COMPLEX/VITAMIN C CAP/TAB	NO ERROR	V0026-130	80681015400
1	B	4	1	121	1	U0009	9000	90	UREA 10% CREAM	NO ERROR	U0009-90	58980060530
1	B	4	1	122	1	XX671	10000	100	LANCET,SOFTCLIX	NO ERROR	XX671-100	65702015610
1	B	4	1	123	2	XX671	10000	100	LANCET,SOFTCLIX	NO ERROR	XX671-100	65702015610
1	B	4	1	124	1	P0287	1500	15	PREDNISOLONE ACETATE 1% OPH SUSP	NO ERROR	P0287-15	60758011915
1	B	4	1	125	1	D0828	1000	10	DORZOLAMIDE 22.3/TIMOLOL6.8MG/ML OPH SOL	EMPTY LANE	D0828-10	Not in Stock
1	B	5	1	6	1	M0545	12000	120	MAGNESIUM OXIDE 400MG TAB	NO ERROR	M0545-120	10135078662
1	B	5	1	7	2	M0545	12000	120	MAGNESIUM OXIDE 400MG TAB	NO ERROR	M0545-120	10135078662
1	B	5	1	8	1	K0052	500	5	KETOTIFEN 0.025% OPH SOLN	NO ERROR	K0052-5	00536125240
1	B	5	1	9	2	K0052	500	5	KETOTIFEN 0.025% OPH SOLN	NO ERROR	K0052-5	00536125240
1	B	5	1	10	1	I0237	2400	24	IMIQUIMOD 5% TOP CREAM PKT 0.25GM	NO ERROR	I0237-24	51672414506
1	B	5	1	11	1	G0013	12000	120	GLIPIZIDE 10MG TAB	NO ERROR	G0013-120	71610066870
1	B	5	1	12	1	B0237	3000	30	BACITRACIN/NEOMYCIN/POLYMYXIN TOP OINT	EMPTY LANE	B0237-30	45802014303
1	B	5	1	13	1	F0031	6000	60	FLUOCINOLONE ACETONIDE 0.01% TOP SOLN	NO ERROR	F0031-60	21922000301
1	B	5	1	14	1	M0740	12000	120	MULTIVITAMIN/OPTH AREDS SINGLE STR TAB	NO ERROR	M0740-120	80681005200
1	B	5	1	15	1	O0016	3000	30	OXYMETAZOLINE HCL 0.05% NASAL SPRAY	NO ERROR	O0016-30	00904676130
1	B	5	1	16	1	N0090	1500	15	NYSTATIN 100000 UNT/GM CREAM	NO ERROR	N0090-15	00316022115
1	B	5	1	17	1	T0627	500	5	TRAVOPROST Z 0.004% OPH SOLN	NO ERROR	T0627-5	51407073105
1	B	5	1	18	1	D0785	500	5	DIFLUPREDNATE 0.05% OPH EMULSION	NO ERROR	D0785-5	00781600078
1	B	5	1	19	1	T0081	9000	90	TRAZODONE HCL 50MG TAB	NO ERROR	T0081-90	42291086890
1	B	5	1	20	2	T0081	9000	90	TRAZODONE HCL 50MG TAB	NO ERROR	T0081-90	42291086890
1	B	5	1	21	1	D0929	9000	90	DULOXETINE HCL 30MG EC CAP	NO ERROR	D0929-90	51407081890
1	B	5	1	22	2	D0929	9000	90	DULOXETINE HCL 30MG EC CAP	NO ERROR	D0929-90	51407081890
1	B	5	1	23	1	B0134	1500	15	BETAMETHASONE DIPROPIONATE 0.05% CREAM	NO ERROR	B0134-15	51407027315
1	B	5	1	24	1	N0023	10000	100	NIACIN 500MG TAB	EMPTY LANE	N0023-100	Not in Stock
1	B	5	1	25	1	K0004	1500	15	KETOCONAZOLE 2% CREAM	EMPTY LANE	K0004-15	Not in Stock
1	B	5	1	26	1	R0228	3000	30	RIVASTIGMINE 9.5MG/24HR PATCH	NO ERROR	R0228-30	00378907193
1	B	5	1	27	1	M0261	3000	30	METFORMIN HCL 500MG TAB	EMPTY LANE	M0261-30	43353098230
1	B	5	1	28	1	O0207	9000	90	OMEPRAZOLE 40MG EC CAP	NO ERROR	O0207-90	71610068860
1	B	5	1	29	2	O0207	9000	90	OMEPRAZOLE 40MG EC CAP	NO ERROR	O0207-90	71610068860
1	B	6	1	38	1	C0408	10000	100	CYANOCOBALAMIN 1000MCG TAB	NO ERROR	C0408-100	69375000710
1	B	6	1	39	2	C0408	10000	100	CYANOCOBALAMIN 1000MCG TAB	NO ERROR	C0408-100	69375000710
1	B	6	1	40	1	O0207	3000	30	OMEPRAZOLE 40MG EC CAP	NO ERROR	O0207-30	71610068830
1	B	6	1	41	1	R0164	9000	90	ROSUVASTATIN CA 40MG TAB	EMPTY LANE	R0164-90	51407085190
1	B	6	1	42	2	R0164	9000	90	ROSUVASTATIN CA 40MG TAB	EMPTY LANE	R0164-90	51407085190
1	B	6	1	43	1	C0587	100	1	CROMOLYN NA 5.2MG 200D NASAL INHL	NO ERROR	C0587-1	57782039726
1	B	6	1	44	1	I0002                         	10000	100	IBUPROFEN 200MG TAB	NO ERROR	I0002-100	00904791259
1	B	6	1	45	1	N0507                         	3000	30	NITROGLYCERIN 0.4MG/HR PATCH	NO ERROR	N0507-30	00378911293
1	B	6	1	46	1	M0087                         	6000	60	METOPROLOL TARTRATE 50MG TAB	EMPTY LANE	M0087-60	Not in Stock
1	B	6	1	47	1	P0174	3000	30	PYRIDOSTIGMINE BROMIDE 180MG SA TAB	EMPTY LANE	P0174-30	Not in Stock
1	B	6	1	48	1	L0117	100	1	LUBRICATING (PF) OPH OINT	EMPTY LANE	L0117-1	Not in Stock
1	B	6	1	49	3	L0045                         	9000	90	LISINOPRIL 40MG TAB	EMPTY LANE	L0045-90	76282073390
1	B	6	1	50	1	L0045	9000	90	LISINOPRIL 40MG TAB	EMPTY LANE	L0045-90	76282073390
1	B	6	1	51	2	L0045	9000	90	LISINOPRIL 40MG TAB	EMPTY LANE	L0045-90	76282073390
1	B	6	1	52	1	O0036                         	500	5	OFLOXACIN 0.3% OPH SOLN	NO ERROR	O0036-5	60505056000
1	B	6	1	53	1	C0279                         	4500	45	CLOBETASOL PROPIONATE 0.05% CREAM	NO ERROR	C0279-45	42291007645
1	B	6	1	54	1	C0572                         	20000	200	CALCIUM CARBONATE 650MG (CA 260MG) TAB	EMPTY LANE	C0572-200	71610030185
1	B	6	1	55	68	SPARES1                       	100	1	SPARE LANE S1	EMPTY LANE	SPARES1-1	#N/A
1	B	6	1	56	1	N0092	3000	30	NYSTATIN 100000 UNT/GM TOP PWD	EMPTY LANE	N0092-30	68308015230
1	B	6	1	57	1	V0337	10000	100	VITAMIN E 45MG (100UNIT) CAP	NO ERROR	V0337-100	54629010001
1	B	6	1	59	1	P0971	3000	30	ARTIFICIAL TEARS PVA 1.4%/POVIDONE (PF)	NO ERROR	P0971-30	00023050601
1	B	6	1	60	2	P0971	3000	30	ARTIFICIAL TEARS PVA 1.4%/POVIDONE (PF)	NO ERROR	P0971-30	00023050601
1	B	6	1	61	3	P0971	3000	30	ARTIFICIAL TEARS PVA 1.4%/POVIDONE (PF)	NO ERROR	P0971-30	00023050601
1	B	7	1	70	1	D0113	10000	100	DOCUSATE NA 100MG CAP	NO ERROR	D0113-100	57896040101
1	B	7	1	71	2	D0113	10000	100	DOCUSATE NA 100MG CAP	NO ERROR	D0113-100	57896040101
1	B	7	1	72	3	D0113	10000	100	DOCUSATE NA 100MG CAP	NO ERROR	D0113-100	57896040101
1	B	7	1	73	1	A1126	9000	90	ATORVASTATIN CALCIUM 80MG TAB	EMPTY LANE	A1126-90	Not in Stock
1	B	7	1	74	2	A1126	9000	90	ATORVASTATIN CALCIUM 80MG TAB	EMPTY LANE	A1126-90	Not in Stock
1	B	7	1	75	3	A1126	9000	90	ATORVASTATIN CALCIUM 80MG TAB	EMPTY LANE	A1126-90	Not in Stock
1	B	7	1	76	1	H0066	2400	24	HYDROCORTISONE ACETATE 25MG RTL SUPP	NO ERROR	H0066-24	Not in Stock
1	B	7	1	77	1	M1013	3000	30	METFORMIN HCL 500MG 24HR SA TAB	NO ERROR	M1013-30	Not in Stock
1	B	7	1	78	1	S0106	100	1	SPACER-INHALER	NO ERROR	S0106-1	47360017201
1	B	7	1	79	1	M0088	4500	45	METRONIDAZOLE 0.75% TOP GEL	NO ERROR	M0088-45	51672411606
1	B	7	1	80	1	B0655	250	2.5	BIMATOPROST 0.01% OPH SOLN	NO ERROR	B0655-2.5	00023320503
1	B	7	1	81	1	H0055                         	3000	30	HYDROCORTISONE 1% CREAM	EMPTY LANE	H0055-30	Not in Stock
1	B	7	1	82	1	D1053	9000	90	DILTIAZEM (EQV-TIAZAC) 300MG 24HR CAP	NO ERROR	D1053-90	68682037090
1	B	7	1	83	1	C0815	1500	15	CITALOPRAM HYDROBROMIDE 40MG TAB	EMPTY LANE	C0815-15	Not in Stock
1	B	7	1	84	1	C1259                         	400	4	CLONIDINE 0.2MG/24HR PATCH	NO ERROR	C1259-4	75907002448
1	B	7	1	85	1	M0445                         	100	1	MOMETASONE FUROATE 50MCG 120D NASAL SUSP	NO ERROR	M0445-1	60429066417
1	B	7	1	86	1	P0082	6000	60	POTASSIUM CHLORIDE 10MEQ SA TAB	NO ERROR	P0082-60	71610034953
1	B	7	1	87	1	S0745	9000	90	SUNSCREEN 30-50/PHY BLOCK/PABA-F FACE CR	EMPTY LANE	S0745-90	Not in Stock
1	B	7	1	88	1	A0557	12000	120	ASPIRIN 81MG EC TAB	NO ERROR	A0557-120	54738055912
1	B	7	1	89	2	A0557	12000	120	ASPIRIN 81MG EC TAB	NO ERROR	A0557-120	54738055912
1	B	7	1	90	3	A0557	12000	120	ASPIRIN 81MG EC TAB	NO ERROR	A0557-120	54738055912
1	B	7	1	91	67	SPARES1                       	100	1	SPARE LANE S1	EMPTY LANE	SPARES1-1	#N/A
1	B	7	1	92	69	SPARES1                       	100	1	SPARE LANE S1	EMPTY LANE	SPARES1-1	#N/A
1	B	7	1	93	70	SPARES1                       	100	1	SPARE LANE S1	EMPTY LANE	SPARES1-1	#N/A
1	B	7	1	94	71	SPARES1                       	100	1	SPARE LANE S1	EMPTY LANE	SPARES1-1	#N/A
1	B	7	1	95	72	SPARES1                       	100	1	SPARE LANE S1	EMPTY LANE	SPARES1-1	#N/A
1	B	8	1	102	1	G0193                         	27000	270	GABAPENTIN 800MG TAB	NO ERROR	G0193-270	71610077892
1	B	8	1	103	1	M0263	9000	90	METFORMIN HCL 850MG TAB	NO ERROR	M0263-90	43353008260
1	B	8	1	104	1	C0207	12000	120	CHLORHEXIDINE GLUCONATE 4% TOP LIQUID	NO ERROR	C0207-120	Not in Stock
1	B	8	1	105	1	G0103	18000	180	GABAPENTIN 100MG CAP	NO ERROR	G0103-180	72865025218
1	B	8	1	106	1	L0046	9000	90	LISINOPRIL 5MG TAB	NO ERROR	L0046-90	76282072990
1	B	8	1	107	1	D0286	1000	10	DORZOLAMIDE HCL 2% OPH SOLN	EMPTY LANE	D0286-10	Not in Stock
1	B	8	1	108	1	D0063	6000	60	DICLOFENAC NA 75MG EC TAB	EMPTY LANE	D0063-60	60429042260
1	B	8	1	109	1	L0737	10000	100	LACTOBACILLUS ACIDOPHILUS CHEW TAB	NO ERROR	L0737-100	54629001156
1	B	8	1	110	1	T0372	9000	90	TIZANIDINE HCL 4MG TAB	NO ERROR	T0372-90	Not in Stock
1	B	8	1	111	1	B0302	1000	10	BRIMONIDINE TARTRATE 0.2% OPH SOLN	NO ERROR	B0302-10	61314014310
1	B	8	1	112	1	I0164	100	1	INSULIN NOVOLIN 70/30 (NPH/REG) INJ NOVO	EMPTY LANE	I0164-1	#N/A
1	B	8	1	113	1	L0171	250	2.5	LATANOPROST 0.005% OPH SOLN	EMPTY LANE	L0171-2.5	#N/A
1	B	8	1	114	2	L0171	250	2.5	LATANOPROST 0.005% OPH SOLN	EMPTY LANE	L0171-2.5	#N/A
1	B	8	1	115	3	L0171	250	2.5	LATANOPROST 0.005% OPH SOLN	EMPTY LANE	L0171-2.5	#N/A
1	B	8	1	116	1	M0616	18000	180	METOPROLOL TARTRATE 25MG TAB	NO ERROR	M0616-180	71610055680
1	B	8	1	117	1	F0355	9000	90	FENOFIBRATE 145MG TAB	EMPTY LANE	F0355-90	Not in Stock
1	B	8	1	118	1	G0174	5000	50	GLUCOSE 4GM CHEW TAB	NO ERROR	G0174-50	72847022150
1	B	8	1	119	1	G0130	12000	120	GUAIFENESIN 100MG/5ML (ALC-F/SF) LIQUID	NO ERROR	G0130-120	54859050704
1	B	8	1	120	1	L0373	4200	42	LANSOPRAZOLE 15MG EC CAP	NO ERROR	L0373-42	45802087803
1	B	8	1	121	1	H0083	6000	60	HYDROXYZINE HCL 25MG TAB	NO ERROR	H0083-60	71610073553
1	B	8	1	122	1	G0103	3000	30	GABAPENTIN 100MG CAP	EMPTY LANE	G0103-30	Not in Stock
1	B	8	1	123	1	G0013	9000	90	GLIPIZIDE 10MG TAB	NO ERROR	G0013-90	71610066860
1	B	8	1	124	1	T0095	8000	80	TRIAMCINOLONE ACETONIDE 0.1% OINT	NO ERROR	T0095-80	51672128408
1	B	8	1	125	1	S0021	4500	45	SIMVASTATIN 20MG TAB	NO ERROR	S0021-45	71610060945
1	B	9	1	6	1	I0153	100	1	INSULIN REG HUMAN 100 UNIT/ML NOVOLIN R	EMPTY LANE	I0153-1	#N/A
1	B	9	1	7	1	T0385	18000	180	TAMSULOSIN HCL 0.4MG CAP	NO ERROR	T0385-180	71610073860
1	B	9	1	8	1	L0159	9000	90	LOSARTAN 25MG TAB	NO ERROR	L0159-90	72865014190
1	B	9	1	9	1	A0228	3000	30	AMITRIPTYLINE HCL 25MG TAB	NO ERROR	A0228-30	71610075130
1	B	9	1	10	1	S0745	12000	120	SUNSCREEN 30-50/PHY BLOCK/PABA-F FACE CR	EMPTY LANE	S0745-120	Not in Stock
1	B	9	1	11	1	A0131	9000	90	ALLOPURINOL 300MG TAB	NO ERROR	A0131-90	71610006460
1	B	9	1	12	2	A0131	9000	90	ALLOPURINOL 300MG TAB	NO ERROR	A0131-90	71610006460
1	B	9	1	13	3	A0131	9000	90	ALLOPURINOL 300MG TAB	NO ERROR	A0131-90	71610006460
1	B	9	1	14	1	M0967	9000	90	MIRABEGRON 25MG SA TAB	NO ERROR	M0967-90	00469260190
1	B	9	1	15	1	I0005	18000	180	IBUPROFEN 600MG TAB	NO ERROR	I0005-180	71610064580
1	B	9	1	16	1	G0103	27000	270	GABAPENTIN 100MG CAP	NO ERROR	G0103-270	72865025227
1	B	9	1	17	1	M0968	3000	30	MIRABEGRON 50MG SA TAB	NO ERROR	M0968-30	00469260230
1	B	9	1	18	1	H0074	3000	30	HYDROQUINONE 4% CREAM	EMPTY LANE	H0074-30	Not in Stock
1	B	9	1	19	1	T0847	100	1	TRIAMCINOLONE ACET 55MCG 120D NAS SPRAY	NO ERROR	T0847-1	60505627507
1	B	9	1	20	1	B0196	18000	180	BUSPIRONE HCL 5MG TAB	NO ERROR	B0196-180	71610060480
1	B	9	1	21	1	I0005	27000	270	IBUPROFEN 600MG TAB	NO ERROR	I0005-270	71610064592
1	B	9	1	22	1	L0373	2800	28	LANSOPRAZOLE 15MG EC CAP	NO ERROR	L0373-28	45802087802
1	B	9	1	23	1	D0346	3000	30	DONEPEZIL HCL 10MG TAB	NO ERROR	D0346-30	60429032230
1	B	9	1	24	1	L0035	10000	100	LIDOCAINE HCL 2% VISCOUS LIQUID	NO ERROR	L0035-100	00054350049
1	B	9	1	25	1	R0164	1500	15	ROSUVASTATIN CA 40MG TAB	NO ERROR	R0164-15	71610079815
1	B	9	1	26	1	T0095	1500	15	TRIAMCINOLONE ACETONIDE 0.1% OINT	NO ERROR	T0095-15	45802005535
1	B	9	1	27	1	C0671	2500	25	CLOBETASOL PROPIONATE 0.05% TOP SOLN	NO ERROR	C0671-25	51407073725
1	B	9	1	28	1	F0289	100	1	FLUTICAS 500/SALMETEROL 50 INHL DISK 60	NO ERROR	F0289-1	00378932213
